userid,finalgrade,top_features,top_values
cf27473514fda22032027852cf0f58c647fbbac7daf8d7a188e1d420bc297868,72.2222,"Quiz_Submitted, Quiz_Reviewed, Messages_Sent, Quiz_Started, Files_Uploaded","5.319, 1.858, -1.832, -1.798, 1.730"
41e2df3b65c39224fd320bd76712673693d2dce6a65a45501a3e62eb5e32fd38,93.33333,"Quiz_Submitted, Files_Uploaded, Quiz_Viewed, Module_Views, Quiz_Started","4.350, -1.991, -1.576, -1.503, -1.410"
0a65ba9c38f6d603288f804283bb754682eda23d83091a97ad0644f8d2a63d43,55.5556,"Quiz_Reviewed, Quiz_Submitted, Files_Downloaded, Meeting_Joined, Content_Views","-6.627, -5.917, -2.109, 1.891, -1.593"
0f39c4b66ccf4023163a7de92d30354bdafdccf575b83e7fc05d8521e66f9312,83.33335,"Quiz_Submitted, Content_Views, Quiz_Started, Files_Uploaded, Assignments_Submitted","-13.960, -1.987, -1.268, -1.079, 0.915"
3e7bda36ab9ac58754ea3995283e7e6f2f2aa93d9d6e890dfc631050ee7db322,66.6667,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Messages_Sent, Total_Time_Online","-8.840, -7.564, 2.426, -1.229, -1.203"
32c9ab748822309f0c74eefe68ce654b0e8a794a56c25d85472d398925046857,100.0,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Messages_Sent, Files_Uploaded","-7.117, -6.495, -1.752, -1.380, -1.091"
1e5355366032e544b38e52089e36c169fa00ddde9716e1c541c12966930f554b,73.80953,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Content_Views, Messages_Sent","5.577, 2.111, -1.951, -1.745, -1.573"
a2c3ccefad864b279f463813a4ad4759fc56a4b06d734e3dc83fe7e7e3d8ae03,100.0,"Quiz_Submitted, Files_Downloaded, Session_Start_Hour_STD, Content_Views, Module_Views","4.328, 3.452, 3.086, 1.178, -1.094"
0ba027394296155f185880e6bf8eecfd3f28a495537a59b2405a7a0d4d31b419,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","4.607, 1.927, -1.468, -1.371, 1.347"
7a6ccee7715ae8709c4b02372dd6a6742a5f90f75ab45c9eb24161bf1ed2762d,91.66667,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","5.646, 2.120, -2.072, -1.951, -1.673"
ac60d58471e06a10384c7cf4171cb6612bc793b1d484b590ef73c392663d7b81,48.1481,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Session_Start_Hour_STD, Files_Downloaded","-6.938, -6.065, -1.574, -1.572, -1.362"
970cb34479adefc79ae082407eeb965f019318ec8fd84ab3469ddc15aec734b5,88.8889,"Quiz_Submitted, Files_Downloaded, Session_Start_Hour_STD, Session_Interval_CV, Quiz_Viewed","5.012, 3.373, 2.480, 1.355, 1.077"
93e1a2578ab34cd8ce23f422c4bb2b91a59847601c58c862c8f7b685403df546,77.7778,"Quiz_Submitted, Meeting_Joined, Quiz_Started, Quiz_Reviewed, Content_Views","6.484, -2.375, -2.355, 2.321, -1.711"
f4a96c940f7086da3331705d1639841b2e784ce1a24f3da78b2622b8c013f43c,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Module_Views, Content_Views","6.172, -1.810, 1.589, 1.451, -1.351"
23c0990cdaea1290c168bf61c73cf88ca08b34164bdbc2e38746ed88bfa0ade1,88.8889,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","7.081, 2.386, 2.146, -1.995, 1.160"
8d2a99a7b454cbd77ae79d5bd47539b52abeb8b5fc77569aa1b78ba2ecbb85cc,97.22223,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Meeting_Joined","7.489, 2.350, -1.992, 0.802, 0.653"
8e95eff30674def275ff01a9bcbc76fb270f9af0d6188be541a0c5b8e5c1384a,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Meeting_Joined, Module_Views","-2.807, -1.135, -1.049, -0.843, 0.637"
9c4abc74cab562ddf5fef9f075301da9e2fd4e9cc41a6a4f6d374ca0d6e420ec,38.88888,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Files_Downloaded","6.939, 2.487, -2.163, 1.020, 0.642"
28291fbf9064381f10e603950d1a026b8b4098cd8a08ac025c97e7bf60ee1d29,88.8889,"Quiz_Submitted, Quiz_Started, Files_Uploaded, Quiz_Reviewed, Module_Views","6.698, -1.972, -1.807, 1.751, 1.738"
7ccb4b3ab8bf13983b3aafd0d4bd9ceb27d5049508d50670662f34c62d97b721,87.5,"Files_Downloaded, Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Module_Views","-6.204, 6.098, -1.917, 1.654, 1.642"
bd70bc725a80380845f3fb50cfdb8ecbf641bb3eb2b6c513b12bd6bad3e8531c,100.0,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","-3.701, 0.851, -0.787, -0.776, 0.551"
868122e89dbd5c65dcfe7887acf7459335175baef558b67b22f2f196b86e953e,43.7037,"Quiz_Submitted, Meeting_Joined, Files_Downloaded, Session_Start_Hour_STD, Files_Uploaded","-2.287, -1.369, 0.993, -0.975, -0.851"
458b89db2eb56468368c2e2230ca61ec2286e884dbe15debacd535cfddac4c42,83.33335,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Meeting_Joined, Files_Uploaded","6.144, 1.987, -1.878, -1.753, -0.626"
5941f9a7f5979bcb289826c17615ce82403683857a441cc355a4587f414781c5,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","7.387, 2.462, -2.108, 1.956, 0.936"
cd63eb25c3ebc26febe36bfa6a7e0599febbdfe3b9e3e22018562b6cf79778af,86.11113,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Meeting_Joined, Quiz_Viewed","4.044, 3.356, -1.127, 0.968, 0.750"
536fe45bd28186e50f5d68e9be4d22e3dafde3eefd1b7c316c5bc14f375f851d,83.33333,"Files_Uploaded, Quiz_Viewed, Quiz_Submitted, Files_Downloaded, Session_Interval_CV","-3.029, 1.560, 1.490, 1.453, -1.412"
31f772c9f56f488a3e5761f3e6ab8ec486e07aa33dd9bf004a811433011d18f8,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Quiz_Started, Files_Uploaded","6.462, 2.437, 2.294, -1.610, -1.379"
ebb7cf636824dd72b246f9f9e2a07d70140a29df7e9950a5ebe2ac689a396e8c,100.0,"Quiz_Submitted, Session_Interval_CV, Quiz_Reviewed, Quiz_Started, Messages_Sent","7.273, -3.374, 2.330, -2.301, 0.741"
3789e15704bfaa855483fee6ff7b9617da88622f0302d1ee2d8e652de82a8b9c,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Messages_Sent","7.305, 1.991, -1.857, 0.989, 0.766"
941410a349a4d96c14c596f9de85e21972e9994188b39af079e8073d260124f8,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.127, 2.641, -1.973, -1.841, -0.506"
66be8c2e41dba203f652d6479b05b75a24011a6d4f28b4366aea8cdebce0d699,88.8889,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Assignments_Submitted, Meeting_Joined","-7.438, -5.662, 1.524, 1.261, 0.422"
cc33ea517e3321e69f83394f9b0d9a7171c2440e7f822300e3084c2da7ce366b,88.8889,"Quiz_Submitted, Quiz_Reviewed, Module_Views, Files_Uploaded, Messages_Sent","-3.499, -1.080, -0.762, -0.703, -0.664"
e08fdd16d7b9119894fa94b8242f0556344a5fcc6dce7574592e193c6b35e24f,74.82457,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Messages_Sent, Files_Uploaded","6.321, 2.039, -1.874, -1.535, -1.075"
548bd1d785b9bec756ebc0c02d868016255b278663569481ad6692668e68c303,97.22223,"Quiz_Submitted, Quiz_Reviewed, Avg_Time_Per_Session, Files_Downloaded, Quiz_Started","7.344, 2.732, -2.213, -2.134, -1.924"
0b2910923aeb47959fbc9ceb9d30dbc1ee0be85ab0b79c98472984208cb5d75e,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.093, 2.240, -1.871, 1.469, 0.868"
cd63eb25c3ebc26febe36bfa6a7e0599febbdfe3b9e3e22018562b6cf79778af,98.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Quiz_Viewed","6.125, 2.164, -2.078, 1.293, -1.052"
7e9b9d78b171efac12c31b505a81403e2dafc886672ef22f19bf79b631f00ba7,72.22223,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.722, 2.184, -1.937, 1.828, 0.965"
16ee16d30796a7424ed1a8e2ff68821d814c867fb5058ccda0af0e9d0475bf1c,88.8889,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Meeting_Joined, Session_Interval_CV","-7.225, 1.876, 1.369, 0.683, -0.606"
497f3141406ba0392a820128ca4a661ffeec8b536b335af90e192c32124d1a47,91.66667,"Quiz_Submitted, Session_Interval_CV, Quiz_Started, Quiz_Reviewed, Files_Uploaded","6.829, -2.886, -2.473, 2.363, 1.009"
809313f3c1f11484dd61223c0915211871deeeea01a2cd73fdc41f9b8c56a6dd,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.110, 2.135, -1.777, 1.593, 0.783"
8aaf2b75967127dfdad4ec25259227f787659e85ddf668f2b834f1e7a69dd550,50.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Session_Start_Hour_STD, Avg_Time_Per_Session","-10.742, -2.189, -1.862, -1.743, -1.441"
1054f0accc8d83247eb9d55e8307fce858a1a39ad4c176bf4a710208f977781d,25.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Files_Uploaded","6.316, 2.279, -1.959, 1.275, -1.203"
8ecef62feeb04ff1a814ca9e984428b592281a3c754c4f9615ac3817f1ad9bf5,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.329, 2.012, -1.713, -1.365, -1.222"
2ce89fff105e879509f6d14ecfc64645aae301e45e2cae5a9dd5488c26fae8ae,100.0,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.351, 2.317, 1.704, -1.522, -1.517"
9ee244f8de3018da2b1865a711ffb356902dd67e0538fd19345a87401cd444ce,50.0,"Quiz_Submitted, Files_Uploaded, Quiz_Viewed, Quiz_Started, Quiz_Reviewed","-15.120, 1.830, -1.408, -1.318, 1.158"
